,asin,meta,Title,Author
2783,1250029880,"{'ISBN-13': '9781250029881', 'Title': 'Styxx', 'Authors': ['Sherrilyn Kenyon'], 'Publisher': 'Macmillan', 'Year': '2013', 'Language': 'en'}",Styxx,Sherrilyn Kenyon
2784,1250030951,"{'ISBN-13': '9781250030955', 'Title': 'Fangirl', 'Authors': ['Rainbow Rowell'], 'Publisher': 'Macmillan', 'Year': '2013', 'Language': 'en'}",Fangirl,Rainbow Rowell
2785,1250034485,"{'ISBN-13': '9781250034489', 'Title': 'Be Careful What You Wish For', 'Authors': ['Jeffrey Archer'], 'Publisher': 'Macmillan', 'Year': '2014', 'Language': 'en'}",Be Careful What You Wish For,Jeffrey Archer
2786,1250035864,"{'ISBN-13': '9781250035868', 'Title': 'Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes', 'Authors': ['Ian K. Smith'], 'Publisher': ""St. Martin's Press"", 'Year': '2012', 'Language': ''}",Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith
2787,1250038820,"{'ISBN-13': '9781250038821', 'Title': 'Humans Of New York', 'Authors': ['Brandon Stanton'], 'Publisher': 'Macmillan', 'Year': '2013', 'Language': 'en'}",Humans Of New York,Brandon Stanton
2788,1250040159,"{'ISBN-13': '9781250040152', 'Title': 'My Story', 'Authors': ['Elizabeth Smart', 'Chris Stewart'], 'Publisher': 'Macmillan', 'Year': '2013', 'Language': 'en'}",My Story,Elizabeth Smart
2789,1250045630,"{'ISBN-13': '9781250045638', 'Title': 'Sixth Grave On The Edge', 'Authors': ['Darynda Jones'], 'Publisher': 'Macmillan', 'Year': '2014', 'Language': 'en'}",Sixth Grave On The Edge,Darynda Jones
2793,1291259007,"{'ISBN-13': '9781291259001', 'Title': 'Invisible', 'Authors': ['Cecily Anne Paterson'], 'Publisher': 'Lulu.com', 'Year': '2013', 'Language': 'en'}",Invisible,Cecily Anne Paterson
2794,1400031664,"{'ISBN-13': '9781400031665', 'Title': 'The Double Bind (Vintage Contemporaries)', 'Authors': ['Christopher A. Bohjalian'], 'Publisher': 'Vintage', 'Year': '2008', 'Language': ''}",The Double Bind (Vintage Contemporaries),Christopher A. Bohjalian
2795,1400033462,"{'ISBN-13': '9781400033461', 'Title': 'Good Calories, Bad Calories', 'Authors': ['Gary Taubes'], 'Publisher': 'Anchor', 'Year': '2008', 'Language': 'en'}","Good Calories, Bad Calories",Gary Taubes
2796,140004314X,"{'ISBN-13': '9781400043149', 'Title': 'The Year Of Magical Thinking', 'Authors': ['Joan Didion'], 'Publisher': 'Alfred a Knopf Incorporated', 'Year': '2005', 'Language': 'en'}",The Year Of Magical Thinking,Joan Didion
2797,1400044731,"{'ISBN-13': '9781400044733', 'Title': 'Suite Francaise', 'Authors': ['Irene Nemirovsky'], 'Publisher': 'Knopf', 'Year': '2006', 'Language': 'en'}",Suite Francaise,Irene Nemirovsky
2798,1400065755,"{'ISBN-13': '9781400065752', 'Title': 'Still Life With Bread Crumbs', 'Authors': ['Anna Quindlen'], 'Publisher': 'Random House Incorporated', 'Year': '2014', 'Language': 'en'}",Still Life With Bread Crumbs,Anna Quindlen
2799,1400067685,"{'ISBN-13': '9781400067688', 'Title': 'The Burgess Boys', 'Authors': ['Elizabeth Strout'], 'Publisher': 'Random House Incorporated', 'Year': '2013', 'Language': 'en'}",The Burgess Boys,Elizabeth Strout
2800,140006788X,"{'ISBN-13': '9781400067886', 'Title': 'Night Film', 'Authors': ['Marisha Pessl'], 'Publisher': 'Random House', 'Year': '2013', 'Language': 'en'}",Night Film,Marisha Pessl
2801,1400073278,"{'ISBN-13': '9781400073276', 'Title': 'Let Them Eat Cake', 'Authors': ['Sandra Byrd'], 'Publisher': 'Waterbrook Press', 'Year': '2007', 'Language': 'en'}",Let Them Eat Cake,Sandra Byrd
2806,140020304X,"{'ISBN-13': '9781400203048', 'Title': 'Thunder Dog: A Blind Man, His Guide Dog, and the Triumph of Trust at Ground Zero', 'Authors': ['Michael Hingson', 'Michael Hingson'], 'Publisher': 'Thomas Nelson', 'Year': '2011', 'Language': ''}","Thunder Dog: A Blind Man, His Guide Dog, and the Triumph of Trust at Ground Zero",Michael Hingson
2807,1400203759,"{'ISBN-13': '9781400203758', 'Title': 'Love does', 'Authors': ['Bob Goff'], 'Publisher': 'Thomas Nelson', 'Year': '2012', 'Language': ''}",Love does,Bob Goff
2808,1400316057,"{'ISBN-13': '9781400316052', 'Title': 'The Boy who Changed the World', 'Authors': ['Andy Andrews'], 'Publisher': 'Thomas Nelson', 'Year': '2010', 'Language': ''}",The Boy who Changed the World,Andy Andrews
2810,1400318130,"{'ISBN-13': '9781400318131', 'Title': 'Jesus Calling Leatherette Large Deluxe', 'Authors': [''], 'Publisher': 'Thomas Nelson', 'Year': '2011', 'Language': ''}",Jesus Calling Leatherette Large Deluxe,
2811,1401302815,"{'ISBN-13': '9781401302818', 'Title': 'Cherry Bomb (Jacqueline ""Jack"" Daniels Mysteries)', 'Authors': ['J. A. Konrath'], 'Publisher': 'Hyperion', 'Year': '2009', 'Language': ''}","Cherry Bomb (Jacqueline ""Jack"" Daniels Mysteries)",J. A. Konrath
2812,1401303277,"{'ISBN-13': '9781401303273', 'Title': 'For one more day', 'Authors': ['Mitch Albom'], 'Publisher': 'Hyperion', 'Year': '2006', 'Language': ''}",For one more day,Mitch Albom
2813,1401309658,"{'ISBN-13': '9781401309657', 'Title': 'The Last Lecture', 'Authors': ['Jeffrey Zaslow'], 'Publisher': 'Hyperion', 'Year': '2008', 'Language': ''}",The Last Lecture,Jeffrey Zaslow
2816,1401340903,"{'ISBN-13': '9781401340902', 'Title': 'The Physick Book of Deliverance Dane', 'Authors': ['Katherine Howe'], 'Publisher': 'Voice', 'Year': '2009', 'Language': ''}",The Physick Book of Deliverance Dane,Katherine Howe
2818,140168968X,"{'ISBN-13': '9781401689681', 'Title': 'Dear Mr. Knightley', 'Authors': ['Katherine Reay'], 'Publisher': '', 'Year': '2013', 'Language': ''}",Dear Mr. Knightley,Katherine Reay
2819,1401904599,"{'ISBN-13': '9781401904593', 'Title': 'Ask and it is given', 'Authors': ['Abraham (Spirit)'], 'Publisher': 'Hay House', 'Year': '2004', 'Language': ''}",Ask and it is given,Abraham (Spirit)
2820,1401937276,"{'ISBN-13': '9781401937270', 'Title': 'Wishes fulfilled', 'Authors': ['Wayne W. Dyer'], 'Publisher': 'Hay House', 'Year': '2012', 'Language': ''}",Wishes fulfilled,Wayne W. Dyer
2821,1401937519,"{'ISBN-13': '9781401937515', 'Title': 'Dying to be me', 'Authors': ['Anita Moorjani'], 'Publisher': 'Hay House', 'Year': '2012', 'Language': ''}",Dying to be me,Anita Moorjani
2822,1401937764,"{'ISBN-13': '9781401937768', 'Title': 'The first rule of ten', 'Authors': ['Gay Hendricks'], 'Publisher': 'Hay House', 'Year': '2012', 'Language': ''}",The first rule of ten,Gay Hendricks
2823,1401938906,"{'ISBN-13': '9781401938901', 'Title': 'E Nine Doityourself Energy Experiments That Prove Your Thoughts Create Your Reality', 'Authors': ['Pam Grout'], 'Publisher': 'Hay House Insights', 'Year': '2013', 'Language': ''}",E Nine Doityourself Energy Experiments That Prove Your Thoughts Create Your Reality,Pam Grout
2824,1401940587,"{'ISBN-13': '9781401940584', 'Title': ""The Dalai Lama's cat"", 'Authors': ['David Michie'], 'Publisher': 'Hay House, Inc.', 'Year': '2012', 'Language': ''}",The Dalai Lama's cat,David Michie
2825,1402202733,"{'ISBN-13': '9781402202735', 'Title': 'Mr. Darcy takes a wife', 'Authors': ['Linda Berdoll'], 'Publisher': 'Sourcebooks, Inc.', 'Year': '2004', 'Language': ''}",Mr. Darcy takes a wife,Linda Berdoll
2827,1402245777,"{'ISBN-13': '9781402245770', 'Title': 'Rock hard', 'Authors': ['Olivia Cunning'], 'Publisher': 'Sourcebooks Casablanca', 'Year': '2011', 'Language': ''}",Rock hard,Olivia Cunning
2830,1402262272,"{'ISBN-13': '9781402262272', 'Title': 'Score', 'Authors': ['Miranda Kenneally'], 'Publisher': 'Raincoast', 'Year': '2011', 'Language': ''}",Score,Miranda Kenneally
2831,1402270828,"{'ISBN-13': '9781402270826', 'Title': ""Miss Buncle's book"", 'Authors': ['D. E. Stevenson'], 'Publisher': 'Sourcebooks, Inc.', 'Year': '2012', 'Language': ''}",Miss Buncle's book,D. E. Stevenson
2832,1402271514,"{'ISBN-13': '9781402271519', 'Title': 'Double time', 'Authors': ['Olivia Cunning'], 'Publisher': 'Sourcebooks Casablanca', 'Year': '2012', 'Language': ''}",Double time,Olivia Cunning
2833,1402271727,"{'ISBN-13': '9781402271724', 'Title': 'The dog lived (and so will I)', 'Authors': ['Teresa J. Rhyne'], 'Publisher': '', 'Year': '2012', 'Language': ''}",The dog lived (and so will I),Teresa J. Rhyne
2835,1402284853,"{'ISBN-13': '9781402284854', 'Title': 'Against the ropes', 'Authors': ['Sarah Castille'], 'Publisher': '', 'Year': '2013', 'Language': ''}",Against the ropes,Sarah Castille
2836,1402784031,"{'ISBN-13': '9781402784033', 'Title': ""Tiger's curse"", 'Authors': ['Colleen Houck'], 'Publisher': 'Sterling', 'Year': '2011', 'Language': ''}",Tiger's curse,Colleen Houck
2837,1404187804,"{'ISBN-13': '9781404187801', 'Title': 'The Butterfly Effect: How Your Life Matters', 'Authors': ['Andy Andrews'], 'Publisher': 'Thomas Nelson', 'Year': '2010', 'Language': ''}",The Butterfly Effect: How Your Life Matters,Andy Andrews
2847,1410422445,"{'ISBN-13': '9781410422446', 'Title': 'Her fearful symmetry', 'Authors': ['Audrey Niffenegger'], 'Publisher': 'Thorndike Press', 'Year': '2009', 'Language': ''}",Her fearful symmetry,Audrey Niffenegger
2848,1410423611,"{'ISBN-13': '9781410423610', 'Title': ""Her mother's hope"", 'Authors': ['Francine Rivers'], 'Publisher': 'Thorndike Press', 'Year': '2010', 'Language': ''}",Her mother's hope,Francine Rivers
2849,141043382X,"{'ISBN-13': '9781410433824', 'Title': 'Left neglected', 'Authors': ['Lisa Genova'], 'Publisher': 'Wheeler Pub.', 'Year': '2011', 'Language': ''}",Left neglected,Lisa Genova
2850,1410438201,"{'ISBN-13': '9781410438201', 'Title': 'The greater journey', 'Authors': ['David McCullough'], 'Publisher': 'Thorndike Press', 'Year': '2011', 'Language': ''}",The greater journey,David McCullough
2851,1410440478,"{'ISBN-13': '9781410440471', 'Title': '11/22/63', 'Authors': ['Stephen King'], 'Publisher': 'Thorndike Press', 'Year': '2011', 'Language': ''}",11/22/63,Stephen King
2853,1411665899,"{'ISBN-13': '9781411665897', 'Title': 'Learn Me Good', 'Authors': ['John Pearson'], 'Publisher': 'Lulu.com', 'Year': '2006', 'Language': ''}",Learn Me Good,John Pearson
2854,1414310560,"{'ISBN-13': '9781414310565', 'Title': ""The Negotiator (The O'Malley Series #1)"", 'Authors': ['Dee Henderson'], 'Publisher': 'Tyndale House Publishers', 'Year': '2005', 'Language': ''}",The Negotiator (The O'Malley Series #1),Dee Henderson
2855,141431163X,"{'ISBN-13': '9781414311630', 'Title': 'The Twelfth Imam', 'Authors': ['Joel C. Rosenberg'], 'Publisher': 'Tyndale', 'Year': '2010', 'Language': ''}",The Twelfth Imam,Joel C. Rosenberg
2856,1414319355,"{'ISBN-13': '9781414319353', 'Title': 'The Tehran initiative', 'Authors': ['Joel C. Rosenberg'], 'Publisher': 'Tyndale House Publishers', 'Year': '2011', 'Language': ''}",The Tehran initiative,Joel C. Rosenberg
2858,1414325460,"{'ISBN-13': '9781414325460', 'Title': 'The secret Holocaust diaries', 'Authors': ['Nonna Bannister'], 'Publisher': 'Tyndale House Publishers', 'Year': '2009', 'Language': ''}",The secret Holocaust diaries,Nonna Bannister
2859,1414326599,"{'ISBN-13': '9781414326597', 'Title': 'The Devil In Pew Number Seven', 'Authors': ['Rebecca Nichols Alonzo'], 'Publisher': 'Tyndale Momentum', 'Year': '2010', 'Language': 'en'}",The Devil In Pew Number Seven,Rebecca Nichols Alonzo
2860,1414336063,"{'ISBN-13': '9781414336060', 'Title': 'The Boy Who Came Back From Heaven', 'Authors': ['Kevin Malarkey', 'Alex Malarkey'], 'Publisher': 'Tyndale Momentum', 'Year': '2010', 'Language': 'en'}",The Boy Who Came Back From Heaven,Kevin Malarkey
2861,1414336241,"{'ISBN-13': '9781414336244', 'Title': 'The Auschwitz Escape', 'Authors': ['Joel C. Rosenberg'], 'Publisher': 'Tyndale House Pub', 'Year': '2014', 'Language': 'en'}",The Auschwitz Escape,Joel C. Rosenberg
2862,1414339364,"{'ISBN-13': '9781414339368', 'Title': 'Growing Up Amish', 'Authors': ['Ira Wagler'], 'Publisher': 'Tyndale House Pub', 'Year': '2011', 'Language': 'en'}",Growing Up Amish,Ira Wagler
2863,1414339399,"{'ISBN-13': '9781414339399', 'Title': 'Unplanned', 'Authors': ['Abby Johnson'], 'Publisher': 'Tyndale Momentum', 'Year': '2010', 'Language': 'en'}",Unplanned,Abby Johnson
2864,1414358466,"{'ISBN-13': '9781414358468', 'Title': 'Courageous', 'Authors': ['Randy C. Alcorn'], 'Publisher': 'Tyndale House', 'Year': '2011', 'Language': ''}",Courageous,Randy C. Alcorn
2869,1416509879,"{'ISBN-13': '9781416509875', 'Title': 'A hunger like no other', 'Authors': ['Kresley Cole'], 'Publisher': 'Pocket Books', 'Year': '2006', 'Language': ''}",A hunger like no other,Kresley Cole
2870,1416509887,"{'ISBN-13': '9781416509882', 'Title': 'No rest for the wicked', 'Authors': ['Kresley Cole'], 'Publisher': 'Pocket Star Books', 'Year': '2006', 'Language': ''}",No rest for the wicked,Kresley Cole
2872,1416547037,"{'ISBN-13': '9781416547037', 'Title': ""Wicked deeds on a winter's night"", 'Authors': ['Kresley Cole'], 'Publisher': 'Pocket Books', 'Year': '2007', 'Language': ''}",Wicked deeds on a winter's night,Kresley Cole
2873,141654786X,"{'ISBN-13': '9781416547860', 'Title': 'The Bully Pulpit', 'Authors': ['Doris Kearns Goodwin'], 'Publisher': 'Simon and Schuster', 'Year': '2013', 'Language': ''}",The Bully Pulpit,Doris Kearns Goodwin
2874,1416550402,"{'ISBN-13': '9781416550402', 'Title': 'Tsar', 'Authors': ['Ted Bell'], 'Publisher': 'Atria Books', 'Year': '2008', 'Language': ''}",Tsar,Ted Bell
2875,1416550518,"{'ISBN-13': '9781416550518', 'Title': 'The House at Riverton', 'Authors': ['Kate Morton', 'Kate Morton'], 'Publisher': 'Atria', 'Year': '2008', 'Language': ''}",The House at Riverton,Kate Morton
2876,1416556109,"{'ISBN-13': '9781416556107', 'Title': 'Oxygen', 'Authors': ['Carol Wiley Cassella'], 'Publisher': 'Simon & Schuster', 'Year': '2008', 'Language': ''}",Oxygen,Carol Wiley Cassella
2877,1416563687,"{'ISBN-13': '9781416563686', 'Title': 'The white queen', 'Authors': ['Philippa Gregory'], 'Publisher': 'Simon & Schuster', 'Year': '2009', 'Language': ''}",The white queen,Philippa Gregory
2878,1416563709,"{'ISBN-13': '9781416563709', 'Title': 'The Lady of the Rivers', 'Authors': ['Philippa Gregory'], 'Publisher': 'Touchstone', 'Year': '2011', 'Language': ''}",The Lady of the Rivers,Philippa Gregory
2879,1416563725,"{'ISBN-13': '9781416563723', 'Title': 'The Red Queen (War of the Roses #2)', 'Authors': ['Philippa Gregory'], 'Publisher': 'Touchstone', 'Year': '2010', 'Language': ''}",The Red Queen (War of the Roses #2),Philippa Gregory
2880,1416564071,"{'ISBN-13': '9781416564072', 'Title': ""Paula Deen's southern cooking bible"", 'Authors': ['Paula H. Deen'], 'Publisher': 'Simon & Schuster', 'Year': '2011', 'Language': ''}",Paula Deen's southern cooking bible,Paula H. Deen
2881,1416565159,"{'ISBN-13': '9781416565154', 'Title': 'I, sniper', 'Authors': ['Stephen Hunter'], 'Publisher': 'Simon & Schuster', 'Year': '2009', 'Language': ''}","I, sniper",Stephen Hunter
2882,1416566384,"{'ISBN-13': '9781416566380', 'Title': 'Where Are You Now?', 'Authors': ['Mary Higgins Clark'], 'Publisher': 'Simon & Schuster', 'Year': '2008', 'Language': ''}",Where Are You Now?,Mary Higgins Clark
2883,1416585834,"{'ISBN-13': '9781416585831', 'Title': 'Dog on it', 'Authors': ['Spencer Quinn'], 'Publisher': 'Atria Books', 'Year': '2008', 'Language': ''}",Dog on it,Spencer Quinn
2884,141658661X,"{'ISBN-13': '9781416586616', 'Title': 'Full black', 'Authors': ['Brad Thor'], 'Publisher': 'Atria Books', 'Year': '2011', 'Language': ''}",Full black,Brad Thor
2885,1416594787,"{'ISBN-13': '9781416594789', 'Title': 'The Greatest Show on Earth', 'Authors': ['Richard Dawkins'], 'Publisher': 'Free Press', 'Year': '2009', 'Language': ''}",The Greatest Show on Earth,Richard Dawkins
2886,1416595163,"{'ISBN-13': '9781416595168', 'Title': 'Pursuit of honor', 'Authors': ['Vince Flynn'], 'Publisher': 'Atria Books', 'Year': '2009', 'Language': ''}",Pursuit of honor,Vince Flynn
2887,141659518X,"{'ISBN-13': '9781416595182', 'Title': 'American Assassin', 'Authors': ['Vince Flynn'], 'Publisher': 'Pocket Books', 'Year': '2010', 'Language': ''}",American Assassin,Vince Flynn
2888,1416598065,"{'ISBN-13': '9781416598060', 'Title': 'The Obama nation', 'Authors': ['Jerome R. Corsi'], 'Publisher': 'Pocket Books', 'Year': '2008', 'Language': ''}",The Obama nation,Jerome R. Corsi
2889,1416912045,"{'ISBN-13': '9781416912040', 'Title': 'Unwind', 'Authors': ['Neal Shusterman'], 'Publisher': ""Simon & Schuster Children's Publishing"", 'Year': '2007', 'Language': ''}",Unwind,Neal Shusterman
2890,1416947205,"{'ISBN-13': '9781416947202', 'Title': 'Fablehaven', 'Authors': ['Brandon Mull'], 'Publisher': 'Aladdin', 'Year': '2007', 'Language': ''}",Fablehaven,Brandon Mull
2891,141697170X,"{'ISBN-13': '9781416971702', 'Title': 'Out of my mind', 'Authors': ['Sharon M. Draper'], 'Publisher': 'Atheneum Books for Young Readers', 'Year': '2010', 'Language': ''}",Out of my mind,Sharon M. Draper
2892,1416975888,"{'ISBN-13': '9781416975885', 'Title': 'Clockwork prince', 'Authors': ['Cassandra Clare'], 'Publisher': 'Margaret K. McElderry Books', 'Year': '2011', 'Language': ''}",Clockwork prince,Cassandra Clare
2893,1416989412,"{'ISBN-13': '9781416989417', 'Title': 'Hush, hush', 'Authors': ['Becca Fitzpatrick'], 'Publisher': 'Simon & Schuster Books for Young Readers', 'Year': '2010', 'Language': ''}","Hush, hush",Becca Fitzpatrick
2894,1416989439,"{'ISBN-13': '9781416989431', 'Title': 'Crescendo', 'Authors': ['Becca Fitzpatrick'], 'Publisher': 'Simon and Schuster Books for Young Readers', 'Year': '2010', 'Language': ''}",Crescendo,Becca Fitzpatrick
2896,1419667394,"{'ISBN-13': '9781419667398', 'Title': 'The Dirty Parts of the Bible', 'Authors': ['Sammy Conner'], 'Publisher': 'BookSurge Publishing', 'Year': '2007', 'Language': ''}",The Dirty Parts of the Bible,Sammy Conner
2897,1419704281,"{'ISBN-13': '9781419704284', 'Title': 'Splintered', 'Authors': ['A. G. Howard'], 'Publisher': 'Amulet Books', 'Year': '2013', 'Language': ''}",Splintered,A. G. Howard
2898,1419705849,"{'ISBN-13': '9781419705847', 'Title': 'The Third Wheel', 'Authors': ['Jeff Kinney'], 'Publisher': 'Scholastic', 'Year': '2012', 'Language': ''}",The Third Wheel,Jeff Kinney
2899,1419711326,"{'ISBN-13': '9781419711329', 'Title': 'Hard Luck', 'Authors': ['Jeff Kinney'], 'Publisher': 'Amulet Books', 'Year': '2013', 'Language': ''}",Hard Luck,Jeff Kinney
2901,1419961268,"{'ISBN-13': '9781419961267', 'Title': 'A Girl, a Guy and a Ghost', 'Authors': ['Patricia Mason'], 'Publisher': ""Ellora's Cave Publishing, Inc."", 'Year': '2010', 'Language': ''}","A Girl, a Guy and a Ghost",Patricia Mason
2908,1423101456,"{'ISBN-13': '9781423101451', 'Title': ""The Titan's Curse (Percy Jackson and the Olympians, Book 3)"", 'Authors': ['Rick Riordan'], 'Publisher': 'Miramax', 'Year': '2007', 'Language': ''}","The Titan's Curse (Percy Jackson and the Olympians, Book 3)",Rick Riordan
2909,1423113381,"{'ISBN-13': '9781423113386', 'Title': 'The Red Pyramid', 'Authors': [''], 'Publisher': 'Disney-Hyperion', 'Year': '2010', 'Language': ''}",The Red Pyramid,
2910,1423121309,"{'ISBN-13': '9781423121305', 'Title': 'Hex Hall Book One', 'Authors': ['Rachel Hawkins'], 'Publisher': 'Hyperion Book CH', 'Year': '2010', 'Language': ''}",Hex Hall Book One,Rachel Hawkins
2911,1423140567,"{'ISBN-13': '9781423140566', 'Title': 'Throne of Fire', 'Authors': ['Rick Riordan'], 'Publisher': 'Hyperion', 'Year': '2011', 'Language': ''}",Throne of Fire,Rick Riordan
2912,1423140575,"{'ISBN-13': '9781423140573', 'Title': ""The Serpent's Shadow"", 'Authors': ['Rick Riordan'], 'Publisher': 'Disney Hyperion Books', 'Year': '2012', 'Language': ''}",The Serpent's Shadow,Rick Riordan
2913,1423154525,"{'ISBN-13': '9781423154525', 'Title': 'The Son Of Neptune The Son Of Neptune', 'Authors': ['Rick Riordan'], 'Publisher': 'Hyperion Books', 'Year': '2011', 'Language': ''}",The Son Of Neptune The Son Of Neptune,Rick Riordan
